dataset_name,model_name,accuracy,model,time
20ng-all-terms.txt,SVM 2-gr,0.806091730122,"SVC(tfidf=False, ngram_n=2, kernel=linear)",342.514188051
20ng-all-terms.txt,SVM 2-gr,0.82202939614,"SVC(tfidf=False, ngram_n=2, kernel=linear)",344.547663927
20ng-all-terms.txt,SVM 2-gr,0.815654329733,"SVC(tfidf=False, ngram_n=2, kernel=linear)",342.554658175
20ng-all-terms.txt,SVM 2-gr,0.818664777758,"SVC(tfidf=False, ngram_n=2, kernel=linear)",344.968719959
20ng-all-terms.txt,SVM 2-gr,0.825216929343,"SVC(tfidf=False, ngram_n=2, kernel=linear)",342.665481091
20ng-all-terms.txt,SVM 2-gr,0.815831414911,"SVC(tfidf=False, ngram_n=2, kernel=linear)",341.089491129
20ng-all-terms.txt,SVM 2-gr,0.81760226669,"SVC(tfidf=False, ngram_n=2, kernel=linear)",341.715849876
20ng-all-terms.txt,SVM 2-gr,0.813706392775,"SVC(tfidf=False, ngram_n=2, kernel=linear)",340.400908947
r8-no-short.txt,CNN 37d,0.921841076856,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",541.975037098
r8-no-short.txt,CNN 37d,0.942249240122,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",557.984389067
r8-no-short.txt,CNN 37d,0.922275293096,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",540.333899021
r8-no-short.txt,CNN 37d,0.93009118541,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",545.053156853
r8-no-short.txt,CNN 37d,0.93009118541,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",547.979206085
r8-no-short.txt,CNN 37d,0.940946591403,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",541.992526054
r8-no-short.txt,CNN 37d,0.946157186279,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",546.589180946
r8-no-short.txt,CNN 37d,0.94398610508,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",544.192150116
r8-no-short.txt,CNN 37d,0.938775510204,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",542.783012152
r8-no-short.txt,CNN 37d,0.937038645245,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",542.142790079
r8-no-short.txt,CNN glove,0.966565349544,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",392.725126028
r8-no-short.txt,CNN glove,0.95831524099,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",386.577749968
r8-no-short.txt,CNN glove,0.95874945723,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",388.82999897
r8-no-short.txt,CNN glove,0.964394268346,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",389.165306091
r8-no-short.txt,CNN glove,0.963525835866,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",387.041306019
r8-no-short.txt,CNN glove,0.959617889709,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",386.780785084
r8-no-short.txt,CNN glove,0.962223187147,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",387.622932911
r8-no-short.txt,CNN glove,0.969604863222,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",390.14546299
r8-no-short.txt,CNN glove,0.961788970908,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",400.139933109
r8-no-short.txt,CNN glove,0.959617889709,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",388.890485048
r8-no-short.txt,MLP 1x360,0.964828484585,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",13.0369479656
r8-no-short.txt,MLP 1x360,0.965262700825,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",13.8990170956
r8-no-short.txt,MLP 1x360,0.964828484585,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",13.1991090775
r8-no-short.txt,MLP 1x360,0.966131133304,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",13.3095719814
r8-no-short.txt,MLP 1x360,0.962657403387,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",13.1883580685
r8-no-short.txt,MLP 1x360,0.95874945723,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",14.2759718895
r8-no-short.txt,MLP 1x360,0.966999565784,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",13.5870630741
r8-no-short.txt,MLP 1x360,0.966131133304,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",13.5750348568
r8-no-short.txt,MLP 1x360,0.970473295701,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",13.4525539875
r8-no-short.txt,MLP 1x360,0.973947025619,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",14.2196469307
r8-no-short.txt,MLP 2x180,0.95831524099,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",7.06295990944
r8-no-short.txt,MLP 2x180,0.969170646982,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",7.54587697983
r8-no-short.txt,MLP 2x180,0.960920538428,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",6.80419397354
r8-no-short.txt,MLP 2x180,0.963091619627,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",6.8065969944
r8-no-short.txt,MLP 2x180,0.961788970908,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",7.36361908913
r8-no-short.txt,MLP 2x180,0.957012592271,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",6.78746795654
r8-no-short.txt,MLP 2x180,0.961788970908,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",7.61233401299
r8-no-short.txt,MLP 2x180,0.966131133304,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",6.99872708321
r8-no-short.txt,MLP 2x180,0.969170646982,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",7.00117707253
r8-no-short.txt,MLP 2x180,0.967867998263,"MLP(layers=2, units=180, dropout_rate=0.6, max_vocab_size=22000, epochs=5, batch_size=128)",7.47857618332
r8-no-short.txt,MLP 3x512,0.967867998263,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",16.577174902
r8-no-short.txt,MLP 3x512,0.968302214503,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",17.1226878166
r8-no-short.txt,MLP 3x512,0.965262700825,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",17.7431211472
r8-no-short.txt,MLP 3x512,0.964394268346,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",16.9986469746
r8-no-short.txt,MLP 3x512,0.959183673469,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",17.5254240036
r8-no-short.txt,MLP 3x512,0.959617889709,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",17.31564188
r8-no-short.txt,MLP 3x512,0.966131133304,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",17.5047369003
r8-no-short.txt,MLP 3x512,0.965262700825,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",16.8143620491
r8-no-short.txt,MLP 3x512,0.966131133304,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",18.0543141365
r8-no-short.txt,MLP 3x512,0.975249674338,"MLP(layers=3, units=512, dropout_rate=0.2, max_vocab_size=10000, epochs=20, batch_size=128)",16.8159730434
r8-no-short.txt,MNB tfidf,0.829787234043,"MultinomialNB(tfidf=True, ngram_n=1)",0.362462997437
r8-no-short.txt,MNB tfidf,0.835432045158,"MultinomialNB(tfidf=True, ngram_n=1)",0.356925010681
r8-no-short.txt,MNB tfidf,0.822405557968,"MultinomialNB(tfidf=True, ngram_n=1)",0.358839988708
r8-no-short.txt,MNB tfidf,0.821537125488,"MultinomialNB(tfidf=True, ngram_n=1)",0.358551979065
r8-no-short.txt,MNB tfidf,0.828050369084,"MultinomialNB(tfidf=True, ngram_n=1)",0.360337018967
r8-no-short.txt,MNB tfidf,0.834129396439,"MultinomialNB(tfidf=True, ngram_n=1)",0.365226984024
r8-no-short.txt,MNB tfidf,0.843682153713,"MultinomialNB(tfidf=True, ngram_n=1)",0.359774112701
r8-no-short.txt,MNB tfidf,0.826313504125,"MultinomialNB(tfidf=True, ngram_n=1)",0.357897996902
r8-no-short.txt,MNB tfidf,0.838471558836,"MultinomialNB(tfidf=True, ngram_n=1)",0.365914821625
r8-no-short.txt,MNB tfidf,0.828484585323,"MultinomialNB(tfidf=True, ngram_n=1)",0.363595962524
r8-no-short.txt,MNB tfidf 2-gr,0.811984368215,"MultinomialNB(tfidf=True, ngram_n=2)",2.20295476913
r8-no-short.txt,MNB tfidf 2-gr,0.818063395571,"MultinomialNB(tfidf=True, ngram_n=2)",2.19816493988
r8-no-short.txt,MNB tfidf 2-gr,0.803300043422,"MultinomialNB(tfidf=True, ngram_n=2)",2.20737600327
r8-no-short.txt,MNB tfidf 2-gr,0.802431610942,"MultinomialNB(tfidf=True, ngram_n=2)",2.20123386383
r8-no-short.txt,MNB tfidf 2-gr,0.808510638298,"MultinomialNB(tfidf=True, ngram_n=2)",2.19740200043
r8-no-short.txt,MNB tfidf 2-gr,0.818497611811,"MultinomialNB(tfidf=True, ngram_n=2)",2.19986915588
r8-no-short.txt,MNB tfidf 2-gr,0.827616152844,"MultinomialNB(tfidf=True, ngram_n=2)",2.23820781708
r8-no-short.txt,MNB tfidf 2-gr,0.806339557099,"MultinomialNB(tfidf=True, ngram_n=2)",2.21711397171
r8-no-short.txt,MNB tfidf 2-gr,0.822839774208,"MultinomialNB(tfidf=True, ngram_n=2)",2.1940279007
r8-no-short.txt,MNB tfidf 2-gr,0.814589665653,"MultinomialNB(tfidf=True, ngram_n=2)",2.227684021
r8-no-short.txt,MNB tfidf 2-gr,0.809813287017,"MultinomialNB(tfidf=True, ngram_n=3)",4.98227500916
r8-no-short.txt,MNB tfidf 2-gr,0.816326530612,"MultinomialNB(tfidf=True, ngram_n=3)",4.93397188187
r8-no-short.txt,MNB tfidf 2-gr,0.798089448545,"MultinomialNB(tfidf=True, ngram_n=3)",4.96729397774
r8-no-short.txt,MNB tfidf 2-gr,0.798089448545,"MultinomialNB(tfidf=True, ngram_n=3)",4.98232889175
r8-no-short.txt,MNB tfidf 2-gr,0.80590534086,"MultinomialNB(tfidf=True, ngram_n=3)",4.90819716454
r8-no-short.txt,MNB tfidf 2-gr,0.817629179331,"MultinomialNB(tfidf=True, ngram_n=3)",4.8901321888
r8-no-short.txt,MNB tfidf 2-gr,0.825010855406,"MultinomialNB(tfidf=True, ngram_n=3)",4.98635387421
r8-no-short.txt,MNB tfidf 2-gr,0.80503690838,"MultinomialNB(tfidf=True, ngram_n=3)",4.93758010864
r8-no-short.txt,MNB tfidf 2-gr,0.81893182805,"MultinomialNB(tfidf=True, ngram_n=3)",4.92513799667
r8-no-short.txt,MNB tfidf 2-gr,0.811115935736,"MultinomialNB(tfidf=True, ngram_n=3)",4.94106793404
r8-no-short.txt,BNB tfidf,0.784628745115,"BernoulliNB(tfidf=True, ngram_n=1)",0.391770839691
r8-no-short.txt,BNB tfidf,0.785931393834,"BernoulliNB(tfidf=True, ngram_n=1)",0.378648042679
r8-no-short.txt,BNB tfidf,0.779418150239,"BernoulliNB(tfidf=True, ngram_n=1)",0.382994890213
r8-no-short.txt,BNB tfidf,0.774207555363,"BernoulliNB(tfidf=True, ngram_n=1)",0.383666992188
r8-no-short.txt,BNB tfidf,0.778983933999,"BernoulliNB(tfidf=True, ngram_n=1)",0.37696814537
r8-no-short.txt,BNB tfidf,0.772470690404,"BernoulliNB(tfidf=True, ngram_n=1)",0.376837015152
r8-no-short.txt,BNB tfidf,0.789839339991,"BernoulliNB(tfidf=True, ngram_n=1)",0.378746032715
r8-no-short.txt,BNB tfidf,0.784194528875,"BernoulliNB(tfidf=True, ngram_n=1)",0.375955820084
r8-no-short.txt,BNB tfidf,0.786799826314,"BernoulliNB(tfidf=True, ngram_n=1)",0.376263856888
r8-no-short.txt,BNB tfidf,0.785931393834,"BernoulliNB(tfidf=True, ngram_n=1)",0.37667798996
r8-no-short.txt,MNB,0.946157186279,"MultinomialNB(tfidf=False, ngram_n=1)",0.357278108597
r8-no-short.txt,MNB,0.939209726444,"MultinomialNB(tfidf=False, ngram_n=1)",0.353196144104
r8-no-short.txt,MNB,0.939643942683,"MultinomialNB(tfidf=False, ngram_n=1)",0.353041887283
r8-no-short.txt,MNB,0.945288753799,"MultinomialNB(tfidf=False, ngram_n=1)",0.364804029465
r8-no-short.txt,MNB,0.939643942683,"MultinomialNB(tfidf=False, ngram_n=1)",0.354430198669
r8-no-short.txt,MNB,0.937472861485,"MultinomialNB(tfidf=False, ngram_n=1)",0.355557918549
r8-no-short.txt,MNB,0.950933564915,"MultinomialNB(tfidf=False, ngram_n=1)",0.360825061798
r8-no-short.txt,MNB,0.947894051238,"MultinomialNB(tfidf=False, ngram_n=1)",0.352030038834
r8-no-short.txt,MNB,0.943117672601,"MultinomialNB(tfidf=False, ngram_n=1)",0.358196020126
r8-no-short.txt,MNB,0.94398610508,"MultinomialNB(tfidf=False, ngram_n=1)",0.359337091446
r8-no-short.txt,MNB bi,0.933130699088,"MultinomialNB(tfidf=False, ngram_n=2)",2.18058395386
r8-no-short.txt,MNB bi,0.925314806774,"MultinomialNB(tfidf=False, ngram_n=2)",2.1932849884
r8-no-short.txt,MNB bi,0.926617455493,"MultinomialNB(tfidf=False, ngram_n=2)",2.16166806221
r8-no-short.txt,MNB bi,0.922709509336,"MultinomialNB(tfidf=False, ngram_n=2)",2.20266103745
r8-no-short.txt,MNB bi,0.925749023013,"MultinomialNB(tfidf=False, ngram_n=2)",2.18036794662
r8-no-short.txt,MNB bi,0.918367346939,"MultinomialNB(tfidf=False, ngram_n=2)",2.16260886192
r8-no-short.txt,MNB bi,0.933999131568,"MultinomialNB(tfidf=False, ngram_n=2)",2.21710920334
r8-no-short.txt,MNB bi,0.938775510204,"MultinomialNB(tfidf=False, ngram_n=2)",2.19959497452
r8-no-short.txt,MNB bi,0.933564915328,"MultinomialNB(tfidf=False, ngram_n=2)",2.17692494392
r8-no-short.txt,MNB bi,0.937907077725,"MultinomialNB(tfidf=False, ngram_n=2)",2.2129611969
r8-no-short.txt,BNB,0.784628745115,"BernoulliNB(tfidf=False, ngram_n=1)",0.379204034805
r8-no-short.txt,BNB,0.785931393834,"BernoulliNB(tfidf=False, ngram_n=1)",0.36877989769
r8-no-short.txt,BNB,0.779418150239,"BernoulliNB(tfidf=False, ngram_n=1)",0.363886833191
r8-no-short.txt,BNB,0.774207555363,"BernoulliNB(tfidf=False, ngram_n=1)",0.361056089401
r8-no-short.txt,BNB,0.778983933999,"BernoulliNB(tfidf=False, ngram_n=1)",0.367104053497
r8-no-short.txt,BNB,0.772470690404,"BernoulliNB(tfidf=False, ngram_n=1)",0.370229959488
r8-no-short.txt,BNB,0.789839339991,"BernoulliNB(tfidf=False, ngram_n=1)",0.362461090088
r8-no-short.txt,BNB,0.784194528875,"BernoulliNB(tfidf=False, ngram_n=1)",0.362560033798
r8-no-short.txt,BNB,0.786799826314,"BernoulliNB(tfidf=False, ngram_n=1)",0.367034912109
r8-no-short.txt,BNB,0.785931393834,"BernoulliNB(tfidf=False, ngram_n=1)",0.364836931229
r8-no-short.txt,SVM tfidf,0.968736430743,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.5491709709
r8-no-short.txt,SVM tfidf,0.965696917065,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.5714960098
r8-no-short.txt,SVM tfidf,0.965696917065,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.4273340702
r8-no-short.txt,SVM tfidf,0.968302214503,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.6369218826
r8-no-short.txt,SVM tfidf,0.967867998263,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.5712320805
r8-no-short.txt,SVM tfidf,0.963525835866,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.4827690125
r8-no-short.txt,SVM tfidf,0.969170646982,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.6662261486
r8-no-short.txt,SVM tfidf,0.965696917065,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.7417471409
r8-no-short.txt,SVM tfidf,0.973947025619,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.5328578949
r8-no-short.txt,SVM tfidf,0.975683890578,"SVC(tfidf=True, ngram_n=1, kernel=linear)",10.5132980347
r8-no-short.txt,SVM tfidf 2-gr,0.964394268346,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.5700421333
r8-no-short.txt,SVM tfidf 2-gr,0.963525835866,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.292634964
r8-no-short.txt,SVM tfidf 2-gr,0.966565349544,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.3855240345
r8-no-short.txt,SVM tfidf 2-gr,0.965696917065,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.7212557793
r8-no-short.txt,SVM tfidf 2-gr,0.966565349544,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.1782610416
r8-no-short.txt,SVM tfidf 2-gr,0.95788102475,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.1314191818
r8-no-short.txt,SVM tfidf 2-gr,0.969604863222,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.785312891
r8-no-short.txt,SVM tfidf 2-gr,0.963960052106,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.7892310619
r8-no-short.txt,SVM tfidf 2-gr,0.970473295701,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.3680391312
r8-no-short.txt,SVM tfidf 2-gr,0.9726443769,"SVC(tfidf=True, ngram_n=2, kernel=linear)",27.5321278572
r8-no-short.txt,SVM,0.956144159792,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.14512991905
r8-no-short.txt,SVM,0.956578376031,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.29863119125
r8-no-short.txt,SVM,0.959183673469,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.18902802467
r8-no-short.txt,SVM,0.956144159792,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.18610310555
r8-no-short.txt,SVM,0.953973078593,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.26687407494
r8-no-short.txt,SVM,0.947894051238,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.16239380836
r8-no-short.txt,SVM,0.964828484585,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.98906612396
r8-no-short.txt,SVM,0.95788102475,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.17263889313
r8-no-short.txt,SVM,0.961788970908,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.43765807152
r8-no-short.txt,SVM,0.955275727312,"SVC(tfidf=False, ngram_n=1, kernel=linear)",4.3738720417
r8-no-short.txt,SVM 2-gr,0.953973078593,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.342539072
r8-no-short.txt,SVM 2-gr,0.955709943552,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.6212778091
r8-no-short.txt,SVM 2-gr,0.957446808511,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.3103890419
r8-no-short.txt,SVM 2-gr,0.956144159792,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.5082349777
r8-no-short.txt,SVM 2-gr,0.947894051238,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.5110061169
r8-no-short.txt,SVM 2-gr,0.943117672601,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.3603768349
r8-no-short.txt,SVM 2-gr,0.95831524099,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.632668972
r8-no-short.txt,SVM 2-gr,0.957446808511,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.320775032
r8-no-short.txt,SVM 2-gr,0.957446808511,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.7700510025
r8-no-short.txt,SVM 2-gr,0.957446808511,"SVC(tfidf=False, ngram_n=2, kernel=linear)",10.5374209881
r52-no-short.txt,CNN 37d,0.850915750916,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",644.376155138
r52-no-short.txt,CNN 37d,0.847252747253,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",645.007038116
r52-no-short.txt,CNN 37d,0.857509157509,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",644.342386961
r52-no-short.txt,CNN 37d,0.865934065934,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",639.545363903
r52-no-short.txt,CNN 37d,0.849816849817,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",645.849097013
r52-no-short.txt,CNN 37d,0.851648351648,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",647.680007935
r52-no-short.txt,CNN 37d,0.849816849817,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",639.718935966
r52-no-short.txt,CNN 37d,0.849084249084,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",644.949836016
r52-no-short.txt,CNN 37d,0.862637362637,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",645.809504032
r52-no-short.txt,CNN 37d,0.847619047619,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=37, batch_size=32, epochs=30, max_seq_len=1000, embeddings_path=None, units=400)",645.767929077
r52-no-short.txt,CNN glove,0.921978021978,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",463.774610043
r52-no-short.txt,CNN glove,0.903663003663,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",464.86817503
r52-no-short.txt,CNN glove,0.934432234432,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",462.005393028
r52-no-short.txt,CNN glove,0.921245421245,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",461.018346071
r52-no-short.txt,CNN glove,0.929304029304,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",458.78789115
r52-no-short.txt,CNN glove,0.917216117216,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",457.435170889
r52-no-short.txt,CNN glove,0.920146520147,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",456.326020956
r52-no-short.txt,CNN glove,0.931868131868,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",461.246464968
r52-no-short.txt,CNN glove,0.919413919414,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",462.74625802
r52-no-short.txt,CNN glove,0.920146520147,"FCholletCNN(dropout_rate=0.5, optimizer=adam, embedding_dim=100, batch_size=32, epochs=20, max_seq_len=1000, embeddings_path=../data/glove.6B/glove.6B.100d.txt, units=400)",461.511323929
r52-no-short.txt,MLP 1x360,0.932967032967,"MLP(layers=1, units=360, dropout_rate=0.87, max_vocab_size=22000, epochs=12, batch_size=128)",15.5626320839
